E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_20_644.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_20_644.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_20_644.jpg, 0, 0, 0, 8.223872E-05
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_20_768.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_20_768.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_20_768.jpg, 0, 0, 0, 7.811103E-05
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_20_871.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_20_871.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_20_871.jpg, 0, 0, 0, 8.011018E-05
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_20_985.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_20_985.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_20_985.jpg, 0, 0, 0, 7.961145E-05
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_110.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_110.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_110.jpg, 0, 0.3633438, 0, 0.3034935
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_224.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_224.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_224.jpg, 0, 0.7065015, 0, 1.084621
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_323.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_323.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_323.jpg, -0.3063591, 1, 0, 2.199546
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_442.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_442.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_442.jpg, 0, 1, 0, 3.609249
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_545.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_545.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_545.jpg, 0, 1, 0, 4.780635
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_668.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_668.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_668.jpg, 0, 1, 0, 6.169065
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_794.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_794.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_794.jpg, 0, 0.6227395, 0, 7.378712
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_21_907.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_21_907.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_21_907.jpg, 0, 0.2777929, 0, 7.817056
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_22_011.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_22_011.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_22_011.jpg, 0, 0, 0, 7.839418
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_22_114.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_22_114.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_22_114.jpg, -0.3103875, 0.3103875, 0, 7.977687
E:\The complete sellf driving course\track_data\IMG\center_2024_05_04_11_18_22_235.jpg, E:\The complete sellf driving course\track_data\IMG\left_2024_05_04_11_18_22_235.jpg, E:\The complete sellf driving course\track_data\IMG\right_2024_05_04_11_18_22_235.jpg, -0.6717039, 0.6717039, 0, 8.547044
